Region,Old Region,Division,District,SCHOOL ID,School Name,No. of Sites,No. of Classroom,Scope of Works,Estimated Project Allocation,Site Ownership
Region II,Region II,City of Ilagan,North,103361,Capellan Elementary School,1,4,2STY4CL,14400602.74,TD
Region II,Region II,City of Ilagan,East,103365,Bagumbayan Elementary School,1,6,2STY6CL,16985619.31,TD
Region II,Region II,City of Ilagan,East,103367,Marana 2nd ES,1,4,2STY4CL,14280602.74,TD
Region II,Region II,City of Ilagan,South,103384,Aggassian Elementary School,1,6,2STY6CL,16985619.31,TD
Region II,Region II,City of Ilagan,South,103386,Cadu ES,1,8,2STY8CL,24000000,TD
Region II,Region II,City of Ilagan,South,103399,Fugu Elementary School,1,6,2STY6CL,17969518.76,TD
Region II,Region II,City of Ilagan,Northwest,103418,Cabannungan 1st Elementary School,1,4,2STY4CL,14400602.74,TD
Region II,Region II,City of Ilagan,Northwest,103419,Cabannungan 2nd ES,1,6,2STY6CL,17969518.76,DOD 
Region II,Region II,City of Ilagan,West,103420,Camunatan ES,1,9,2STY9CL,40949587.61,TD
Region II,Region II,City of Ilagan,Northwest,103428,Naguilian Baculud Elementary School,1,6,2STY6CL,17969518.76,TD
Region II,Region II,City of Ilagan,West,103432,San Felipe ES,1,4,2STY4CL,19000000,TD
Region II,Region II,City of Ilagan,Northwest,103435,Sta. Isabel Norte Elementary School,1,4,2STY4CL,14400602.74,TD
Region II,Region II,City of Ilagan,Northwest,300540,Ilagan West NHS,1,6,2STY6CL,17969518.76,DOD
Region II,Region II,City of Ilagan,West,300542,Isabela National High School,1,16,4STY16CL,53274460.51,DOD
Region II,Region II,City of Ilagan,South,306105,Isabela School of Arts and Trades - Main,1,16,4STY16CL,213097842,DOD
Region II,Region II,Quirino,Aglipay,300653,Victoria High School,1,16,4STY16CL,56000000,DOD
#CALC!,,,,107028,,1,12,4STY12CL,45000000,TD
Region III,Region III,Angeles City,West District,107041,Gueco Balibago ES,1,36,"4STY20CL, 4STY16CL",135000000,DOD
Region III,Region III,Angeles City,West District,107048,Sta. Teresita Elementary School,1,24,4STY12CL,90000000,TD
Region III,Region III,Angeles City,South District,107057,Lourdes Northwest ES,1,16,4STY16CL,60000000,TD
Region III,Region III,Angeles City,West District,301039,Angeles City NHS,1,24,4STY12CL,90000000,PP
Region III,Region III,Bulacan,San Miguel South,105111,San Miguel Elementary,1,8,2STY4CL,39330000,TD
Region III,Region III,Bulacan,Pandi,104980,Mapulang Lupa ES,1,8,2STY8CL,40204000,TD
Region III,Region III,Cabanatuan City,Cabanatuan City South District,107100,Camp Tinio Elementary School,1,20,4STY20CL,58108168.24,TD
Region III,Region III,City of San Jose Del Monte,San Jose Del Monte East,103678,Guijo Elementary School,1,16,4STY16CL,80000000,TD
Region III,Region III,Gapan City,Gapan North,105327,General Pantaleon R. Valmonte Elementary School,1,12,4sty12cl,54000000,DOD
Region III,Region III,Gapan City,Gapan South,300812,Juan R. Liwag Mem. NHS,1,40,4sty20cl,360000000,DOS
Region III,Region III,Meycauayan City,Meycauayan East,104919,Camalig ES,1,20,4STY 12CL and                  4STY 8CL,116445414,TD
Region III,Region III,Nueva Ecija,Guimba West,105417,Lennec Elementary School,1,4,2STY4CL,16166154.43,DOD 
Region III,Region III,Nueva Ecija,Llanera,300870,Llanera National High School,1,6,2STY6CL,20000000,TD
Region III,Region III,Nueva Ecija,Sta. Rosa,105764,Esing T. Angeles Elementary School,1,6,2STY6CL,24178512.06,DOD
Region III,Region III,Nueva Ecija,Gen. Tinio,300808,General Tinio National High School,1,20,2STY10CL,62503992.12,TD
Region III,Region III,Olongapo City,Olongapo City District II,107126,Gordon Heights I Elementary School,1,12,4STY 12CL,66000000,TD
Region III,Region III,Olongapo City,Olongapo City District II,107127,Gordon Heights II ES,1,6,2STY 6CL,33000000,TD
Region III,Region III,Olongapo City,Olongapo City District III,107132,Barretto I ES,1,4,2STY 4CL,22000000,TD
Region III,Region III,Olongapo City,Olongapo City District IV,107137,Asinan ES,1,12,4STY 12CL,66000000,TD
Region III,Region III,Pampanga,Sta. Rita,300880,Becuran National High School,1,15,3STY15CL,60000000,DOD
Region III,Region III,Pampanga,Arayat East,105884,Cupang Elementary School,1,4,2STY4CL,16000000,DOD
Region III,Region III,Pampanga,Arayat East,105888,Matamo ES,1,9,3STY9CL,31500000,DOD
Region III,Region III,Pampanga,Arayat East,105891,San Juan Bano ES,1,9,3STY9CL,31500000,TD
#CALC!,,,,105928,,1,6,3STY6CL,21000000,DOD
Region III,Region III,San Jose City,San Jose City East,300800,San Jose City National High School (formerly Constancio Padilla National High School),1,12,4STY20CL,54350250.5,PP
Region IV-A,Region IV-A,Antipolo City,District I-A,109342,Sta. Cruz ES,1,16,4 STY16CL,64000000,DOD
Region IV-A,Region IV-A,Batangas,Lemery,107385,Arumahan Elementary School,1,8,2STY4CL,36000000,TD
Region IV-A,Region IV-A,Calamba City,Calamba City East I,109814,Bucal Elementary School,1,12,4 STY 12 CL,54000000,TD
Region IV-A,Region IV-A,Calamba City,Calamba City East II,109832,Lingga ES,1,12,4 STY 12 CL,54000000,TD
Region IV-A,Region IV-A,Cavite,General Mariano Alvarez,107936,Area J Elementary School,1,12,4STY-12CL,55000000,DOD
Region IV-A,Region IV-A,Cavite,General Mariano Alvarez,107938,Francisco De Castro Elementary School,1,20,4STY-20CL,80000000,DOD
Region IV-A,Region IV-A,Cavite,General Mariano Alvarez,107939,Family Village Resources Elementary School,1,16,4STY-16CL,70000000,DOD
Region IV-A,Region IV-A,Cavite,General Mariano Alvarez,107940,San Gabriel I Elementary School,1,40,"4STY-20CL
4STY-20CL",160000000,DOD
Region IV-A,Region IV-A,Cavite,General Mariano Alvarez,107943,San Jose Elementary School,1,44,"4STY-24CL
4STY-12CL
4STY-8CL",190000000,DOD
Region IV-A,Region IV-A,Cavite,Silang I,108102,Bulihan Sites & Services Project Elementary School,1,56,"4STY-32CL
4STY-24CL",240000000,DOD
Region IV-A,Region IV-A,Cavite,Silang I,108108,Maguyam Elementary School,1,12,4STY-20CL,80000000,DOD
Region IV-A,Region IV-A,Cavite,Silang II,108128,Munting Ilog Elementary School,1,16,4STY-16CL,70000000,TD
Region IV-A,Region IV-A,Cavite,Silang I,301180,Bulihan Integrated National High School,1,60,"4STY-24CL
4STY-20CL
4STY-16CL",250000000,DOD
Region IV-A,Region IV-A,Cavite,General Mariano Alvarez,301192,Gen. Mariano Alvarez Technical High School,1,100,"4STY-20CL
4STY-20CL
4STY-20CL
4STY-20CL
4STY-20CL",400000000,PP
Region IV-A,Region IV-A,Cavite,Silang II,301197,Kaong National High School,1,20,4STY-20CL,80000000,TD
Region IV-A,Region IV-A,Cavite,Indang I,108002,Tambo Munti Kulit Elementary School,1,8,4STY-8CL,35000000,DOD
Region IV-A,Region IV-A,Cavite,Tanza,108159,Antonio B. del Rosario Sr. Mem. Elementary School,1,40,"4STY-20CL
4STY-20CL",160000000,DOD
Region IV-A,Region IV-A,Cavite,Tanza,108170,Felipe Calderon Elementary School,1,40,"4STY-32CL
4STY-20CL",220000000,TD
Region IV-A,Region IV-A,Cavite,Trece Martirez City,108182,Hugo Perez Elementary School,1,20,4STY-20CL,80000000,DOD
Region IV-A,Region IV-A,Cavite,Trece Martirez City,164014,Southville Elementary School,1,100,"4STY-20CL
4STY-20CL
4STY-20CL
4STY-20CL
4STY-20CL",400000000,DOD
Region IV-A,Region IV-A,Cavite,Indang II,301201,Indang Integrated National High School,1,24,"4STY-16CL
4STY-8CL",110000000,DOD
Region IV-A,Region IV-A,Cavite,General E. Aguinaldo,107926,Bailen Elementary School,1,60,"4STY20CL
4STY20CL
4STY20CL",240000000,TD
Region IV-A,Region IV-A,Cavite,Maragondon,108041,Layong Mabilog Elementary School,1,8,4STY-8CL,35000000,TD
Region IV-A,Region IV-A,Cavite,Maragondon,108043,Maragondon Elementary School,1,76,"4STY-28CL
4STY-24CL
4STY-24CL",325000000,DOD
Region IV-A,Region IV-A,Cavite,Maragondon,108044,Pantihan II Elementary School,1,12,4STY-12CL,55000000,TD
Region IV-A,Region IV-A,Cavite,Maragondon,108045,Pantihan III Elementary School,1,12,4STY-12CL,55000000,TD
Region IV-A,Region IV-A,Cavite,Maragondon,108050,Talipusngo Elementary School,1,8,4STY-8CL,35000000,TD
Region IV-A,Region IV-A,Cavite,Maragondon,108051,Tulay Elementary School,1,12,4STY-12CL,55000000,TD
Region IV-A,Region IV-A,Cavite,Maragondon,301175,Bucal National Integrated School,1,40,"4STY-16CL
4STY-12CL
4STY-12CL",180000000,DOD
Region IV-A,Region IV-A,Cavite,General E. Aguinaldo,301191,Gen. Emilio Aguinaldo-Bailen Integrated School,1,24,4STY-24CL,100000000,DOD
Region IV-A,Region IV-A,Cavite,Alfonso,301199,Lucsuhin Integrated School,1,28,"4STY-8CL
4STY-20CL",115000000,TD
Region IV-A,Region IV-A,Cavite City,Cavite City I District,301485,Sangley Point NHS,1,10,"2STY6CL;
2STY4CL",45300000,TD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas I,107902,Francisco E. Barzaga Memorial School,1,8,4STY8CL,32000000,TD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas I,107908,Paliparan III ES,1,16,"4STY8CL
4STY8CL",64000000,TD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107915,Bautista Elementary School,1,36,"4STY20CL
4STY16CL
",144000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107918,Sta. Cristina ES (Dasmariñas BBES C),1,12,"4STY12CL
",48000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107920,Sta. Cruz ES (Dasmariñas BBES E),1,16,4STY16CL,64000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107921,Dr. J. P. Rizal ES (Dasmariñas BBES A-1),1,16,"4STY16CL
",64000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas II,107922,San Miguel ES (Dasmariñas BBES A-3),1,8,4STY8CL,32000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas I,301184,Dasmarinas North National High School (Annex G),1,8,4STY8CL,32000000,DOD
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas I,301186,Dasmariñas Integrated High School,1,20,"4STY20CL
",80000000,PP
Region IV-A,Region IV-A,General Trias City,General Trias I,107944,Angel L. Bawalan Elementary School,1,16,4STY16CL,55000000,DOD
Region IV-A,Region IV-A,General Trias City,General Trias II,107963,Parklane Elementary School,1,12,4STY12CL,47500000,DOD
Region IV-A,Region IV-A,Laguna,Nagcarlan-Rizal,108361,Manaol ES,1,12,4STY12CL,60653571.43,DOD
Region IV-A,Region IV-A,Laguna,Siniloan,301273,Siniloan Integrated National High School,1,20,4STY20CL,90160714.29,DOD
Region IV-A,Region IV-A,Lucena City,Lucena West District,109740,Isabang Elementary School,1,16,4STY16CL,59000000,TD
Region IV-A,Region IV-A,Rizal,Binangonan I,109369,Macamot ES,1,8,4STY8CL,40000000,DOD
Region IV-A,Region IV-A,Rizal,Binangonan II,109381,Kaytome-Gulod ES,1,4,2STY4CL,20000000,TD
Region IV-A,Region IV-A,Rizal,Taytay I,109531,Sitio Simona Elementary School,1,8,4STY8CL,40000000,DOD
Region IV-A,Region IV-A,Rizal,Baras,109438,Painaan ES,1,2,2STY2CL,10000000,DOD
Region IV-A,Region IV-A,Rizal,Tanay I,109525,Tanay Ville Elementary School,1,12,4STY12CL,54000000,DOD
Region IV-A,Region IV-A,San Pablo City,Ambray,109750,Guadalupe Elementary School,1,8,4STY8CL,42618994.43,DOD
Region IV-A,Region IV-A,San Pablo City,Dapdapan,109767,Sto. Niño Elementary School,1,12,4STY12CL,63928491.64,TD
Region IV-A,Region IV-A,San Pablo City,San Francisco,109795,San Antonio I Elementary School,1,8,4STY8CL,42618994.43,TD
Region IV-A,Region IV-A,San Pablo City,San Francisco,109800,San Joaquin Elementary School,1,8,4STY8CL,42618994.43,TD
Region IV-A,Region IV-A,San Pablo City,Dapdapan,301503,San Cristobal Integrated High School,1,8,4STY8CL,42618994.43,DOD
Region IV-A,Region IV-A,San Pablo City,Lakeside,301505,Col. Lauro D. Dizon Memorial Integrated High School,1,15,4STY15CL (On-stilts),105547486.1,TD
Region IV-A,Region IV-A,San Pablo City,Fule Almeda,301508,San Bartolome Integrated High School,1,24,4STY12CL,63928491.64,DOD
Region IV-A,Region IV-A,San Pedro City,San Pedro,108419,Chrysanthemum Village Elementary School,1,8,4 STY 8 CL,40000000,DOD
Region IV-A,Region IV-A,San Pedro City,San Pedro,108426,Pacita Complex I ES,1,8,4 STY 8 CL,40000000,DOD
Region IV-A,Region IV-A,Sto. Tomas City,Sto. Tomas South,107696,San Agustin Elementary School,1,4,2ST 4CL,16500000,TD
Region IV-A,Region IV-A,Sto. Tomas City,Sto. Tomas North,107697,San Antonio Elementary School,1,15,3ST 15CL,64350000,TD
Region IV-A,Region IV-A,Sto. Tomas City,Sto. Tomas North,107698,San Bartolome Elementary School,1,15,3ST 15CL,61600000,TD
Region IV-A,Region IV-A,Sto. Tomas City,Sto. Tomas South,107709,Sto. Tomas South Central School,1,20,4ST 20CL,92400000,TD
Region IV-A,Region IV-A,Sto. Tomas City,Sto. Tomas North,107710,San Roque Elementary School,1,15,3ST 15CL,61600000,TD
Region IV-A,Region IV-A,Tanauan City,Tanauan City West I,107768,Montana ES,1,4,2STY 4CL,10000000,DOD
Region IV-A,Region IV-A,Tayabas City,Tayabas East,109247,Cipriano J. Querubin Elementary School,1,12,3STY12CL,42000000,DOD
Region IV-A,Region IV-A,Tayabas City,Tayabas East,301381,Rosario Quesada Integrated National High School,1,9,3STY9CL,31500000,DOD
MIMAROPA,MIMAROPA,Calapan City,Calapan East,111536,Calapan Central School,1,9,3STY 9CL,31500000,TD
MIMAROPA,MIMAROPA,Calapan City,Calapan West,111578,Personas Elementary School,1,6,2STY 6CL,21000000,DOD
MIMAROPA,MIMAROPA,Marinduque,Torrijos,110016,Buangan ES,1,6,2ST6CL,21000000,TD
MIMAROPA,MIMAROPA,Marinduque,Gasan,301531,Bangbang National High School,1,6,3ST6CL,27000000,DOS
MIMAROPA,MIMAROPA,Marinduque,Gasan,301532,Bognuyan NHS,1,6,3ST6CL,27000000,DOD
MIMAROPA,MIMAROPA,Marinduque,Boac North,301554,Marinduque NHS,1,15,3ST9CL & 3ST6CL,67500000,TD
MIMAROPA,MIMAROPA,Oriental Mindoro,Mansalay,301631,Fe del Mundo NHS,1,20,"3STY12CL, 2STY8CL",70000000,DOD 
MIMAROPA,MIMAROPA,Oriental Mindoro,Roxas,301639,Marcelo I. Cabrera Vocational High School,1,16,4STY16CL,56000000,TD
MIMAROPA,MIMAROPA,Palawan,Agutaya,110742,Concepcion Elementary School,1,4,2STY4CL,21107100,TD
MIMAROPA,MIMAROPA,Palawan,El Nido del Sur,111027,Mabini Elementary School,1,4,2STY4CL,19271700,TD
MIMAROPA,MIMAROPA,Palawan,Magsaysay,111049,Magsaysay Central School,1,4,2STY4CL,20189400,TD
MIMAROPA,MIMAROPA,Palawan,Magsaysay,111051,Rizal North Elementary School,1,6,2sty6CL,28179600,TD
MIMAROPA,MIMAROPA,Palawan,Roxas Central,111160,New Barbacan Elementary School,1,6,3Sty6CL,27531000,TD
MIMAROPA,MIMAROPA,Palawan,Roxas South,111161,New Cuyo Elementary School,1,8,2sty8CL,38708000,TD
MIMAROPA,MIMAROPA,Palawan,Roxas South,301694,F. Lagan Sr. Memorial National High School (Caramay NHS),1,6,2STY6CL,25536000,DOD
MIMAROPA,MIMAROPA,Palawan,Roxas North,301709,Mendoza National Agricultural High School,1,4,2STY4CL,19271700,DOD
MIMAROPA,MIMAROPA,Palawan,Roxas Central,301731,Roxas National Comprehensive High School,1,20,4STY20CL,87780000,DOD
MIMAROPA,MIMAROPA,Palawan,Quezon North,111128,Tabon Elementary School,1,8,2sty8CL,23000000,TD
MIMAROPA,MIMAROPA,Palawan,Bataraza District II,309129,Southern Bataraza National High School,1,6,2sty 6cl,17500000,DOD
MIMAROPA,MIMAROPA,Palawan,Aborlan Central,110712,Aborlan Central School,1,8,2STY8CL,29465000,TD
MIMAROPA,MIMAROPA,Palawan,Aborlan East,110731,Plaridel Elementary School,1,8,2STY8CL,29465000,TD
MIMAROPA,MIMAROPA,Puerto Princesa City,Puerto Princesa III District,111511,Cabayugan ES,1,6,2STY-6CL,21000000,TD
MIMAROPA,MIMAROPA,Romblon,Cajidiocan-Magdiwang,111282,Cambijang ES,1,8,2STY 8CL,48000000,TD
Region V,Region V,Camarines Norte,Paracale,112254,Paracale Central School,1,4,2STY4CL,18001000.7,DOD
Region V,Region V,Camarines Norte,Sta. Elena,112278,Basiad Elementary School,1,6,2STY6CL,21810000.2,TD
Region V,Region V,Camarines Norte,Vinzons,112309,Mangcayo Elementary School,1,4,2STY4CL with micropile,21007482.22,TD
Region V,Region V,Camarines Norte,Vinzons,301914,"Sabang National High School, Vinzons",1,6,2STY6CL,24064621.88,DOD
Region V,Region V,Camarines Sur,Ragay,112948,Banga ES,1,4,2STY4CL,10000000,TD
Region V,Region V,Camarines Sur,Lagonoy South,112657,Dahat Elementary School,1,4,2 sty 4,10000000,TD
#CALC!,,,,113205,,1,8,2 STY - 8 CL,40000000,DOS
Region V,Region V,Catanduanes,Caramoran South,113209,Inalmasinan ES,1,4,2 STY - 4 CL,20000000,DOD
Region V,Region V,Catanduanes,Pandan East,113230,Porot ES,1,6,2 STY - 6CL,30000000,DOD
Region V,Region V,Catanduanes,Pandan West,302094,Pandan SAT,1,12,2 STY - 12CL,55000000,TD
#CALC!,,,,114418,,1,4,2sty4cl,20000000,TD
Region V,Region V,Iriga City,Iriga Central District,114423,San Francisco Elementary School,1,4,2sty4cl,20000000,DOD
Region V,Region V,Iriga City,Iriga North District,302255,San Pedro National High School,1,4,2sty4cl,20000000,DOD
Region V,Region V,Iriga City,Iriga Central District,310101,San Francisco National High School,1,4,2sty4cl,20000000,DOD
Region V,Region V,Legaspi City,Legazpi Port II District,114490,Gogon CS,1,9,3STY9CL,65000000,DOD
Region V,Region V,Ligao City,Ligao East District,111821,Ligao East CS,1,15,3ST/9CL; 3ST/6CL,60000000,TD
Region V,Region V,Ligao City,Ligao South District,111826,Paulba ES,1,4,2STY4CL,19200000,PP
Region V,Region V,Masbate City,Masbaste North District 1,302148,Masbate National Comprehensive High School,1,9,3STY9CL ,40500000,DOD
Region V,Region V,Naga City,Naga North District,114501,Naga Central School II,1,15,3STY 15CL,75000000,DOD
Region V,Region V,Naga City,Naga East District,114502,Pacol Elementary School,1,8,2STY 8 CL,36000000,TD
Region V,Region V,Naga City,Naga East District,114503,Panicuason Elementary School,1,4,2STY 4CL,19000000,TD
Region V,Region V,Naga City,Naga North District,114504,Rosario V. Maramba Elementary School,1,6,2STY 6CL,27000000,TD
Region V,Region V,Naga City,Naga South District,114508,Julian B. Meliton Elementary School,1,20,4STY 20CL,87500000,DOD
Region V,Region V,Naga City,Naga West District,114515,Mabolo Elementary School,1,4,2STY 4CL,19000000,TD
Region V,Region V,Naga City,Naga West District,114516,Sabang Elementary School,1,6,2STY 6CL,27000000,TD
Region V,Region V,Naga City,Naga East District,176501,Morada-Ramos Elementary School,1,6,2STY 6CL,27000000,DOD
Region V,Region V,Naga City,Naga East District,176505,SAN RAFAEL ELEMENTARY SCHOOL SPED CENTER,1,16,4STY 16CL,72000000,DOD
Region V,Region V,Naga City,Naga North District,302264,Camarines Sur National High School,1,48,4STY 16CL,210000000,PP
Region V,Region V,Naga City,Naga North District,302265,Cararayan National High School,1,16,4STY 16CL,72000000,DOD
Region V,Region V,Naga City,Naga North District,302269,Naga City School of Arts and Trades,1,36,4STY 12CL,165000000,DOD
Region V,Region V,Naga City,Naga North District,310301,Tinago National High School,1,8,2STY 8CL,40000000,DOD
Region V,Region V,Sorsogon,Casiguran,114084,Colambis ES,1,6,2sty 6cl,23400000,TD
Region V,Region V,Sorsogon,Casiguran,114085,Escuala ES,1,4,2sty 4cl,15350000,TD
Region V,Region V,Sorsogon,Donsol West,114161,Donsol West CS,1,6,2sty 6cl,23150000,DOD
Region V,Region V,Sorsogon,Donsol West,302207,Donsol Vocational High School,1,6,2sty 4cl (2 regular workshop) & 2-units unique workshop,30677086.38,DOD
Region V,Region V,Sorsogon,Donsol East,302209,Donsol Vocational High School - GOGON ANNEX,1,6,2sty 6cl,23775000,DOD
Region V,Region V,Sorsogon,Pilar I,302217,Lungib National High School,1,4,2sty 4cl,15850000,DOD
Region V,Region V,Sorsogon,Castilla West,302219,Macalaya NHS,1,16,2-units 2sty 8cl (including ICT and Sci lab),61600000,DOD
Region V,Region V,Sorsogon,Castilla West,302226,Mayon National High School,1,12,"2sty 4cl SCI Lab, 2sty4cl ICT Lab, 2sty4cl Regular Workshop",46250000,DOD
Region V,Region V,Sorsogon,Pilar I,302230,Pilar National Comprehensive High School,1,8,2STY8CL,35943146.64,PP
Region V,Region V,Sorsogon,Barcelona,113993,San Isidro ES,1,4,2sty 4cl,19633198.45,TD
Region V,Region V,Sorsogon,Bulan North,114004,Bulan North CS-B,1,9,3sty 9cl,39537461.3,TD
Region V,Region V,Sorsogon,Bulan North,114013,E. Quirino Elementary School,1,8,2sty 8cl,35943146.64,DOD 
Region V,Region V,Sorsogon,Bulan South,114050,San Rafael Elementary School,1,4,2sty4cl,20668176.31,TD
Region V,Region V,Sorsogon,Irosin,114241,Salvacion ES,1,4,2sty 4cl,19251316.19,TD
Region V,Region V,Sorsogon,Irosin,114247,Tulay Elementary School,1,4,2sty 4cl,19633198.45,DOD
Region V,Region V,Sorsogon,Juban,114260,Grefalda ES,1,4,2sty 4cl,19209552.66,DOD
Region V,Region V,Sorsogon,Juban,114271,Tampi ES,1,4,2sty 4cl,19633198.45,DOD
Region V,Region V,Sorsogon,Matnog,114312,Gadgaron ES,1,6,3sty 6cl,29653095.98,TD
Region V,Region V,Sorsogon,Matnog,114334,Tugas Elementary School,1,4,2STY4CL,19633198.45,TD
Region V,Region V,Sorsogon,Juban,302181,Olimpio A. Guarin Jr. National High School,1,4,2sty 4cl,19633198.45,DOD
Region V,Region V,Sorsogon,Prieto Diaz,302196,Calao National High School,1,4,2sty 4cl,19633198.45,DOD
Region V,Region V,Sorsogon,Bulan North,302203,Danao National High Sschool,1,6,2sty 6cl,26449658.6,DOD
Region V,Region V,Sorsogon,Irosin,302215,Irosin North National High School,1,4,2sty 4cl,19251316.19,DOD
Region V,Region V,Sorsogon,Prieto Diaz,302232,Prieto Diaz National High School,1,6,2sty 6cl,25190151.05,DOD
Region V,Region V,Sorsogon,Bulan South,302233,Quezon National High School,1,4,2sty4cl,20668176.31,DOD
Region V,Region V,Sorsogon,Bulan South,302238,San Isidro National High School (Bulan),1,6,"2sty 4cl (ICT and sci lab), 2 unique workshop",41336352.62,TD
Region V,Region V,Sorsogon,Bulan North,302239,San Juan Bag-o National High School,1,4,2sty 4cl (including SHS),20668176.31,DOD
Region V,Region V,Sorsogon,Sta. Magdalena,302245,Sta. Magdalena National High School,1,23,"3sty 15cl (13CL, 1 SCI LAB)
2 units - 2sty 4cl (4 REGULAR WORKSHOP)",88669492.22,DOD
Region V,Region V,Sorsogon,Sta. Magdalena,302247,Talaonga National High School,1,15,"3sty 15cl (including ICT, Sci lab, regular workshop)",54717415.45,DOD
Region V,Region V,Sorsogon City,Bacon East,114528,Jamislagan Elementary School,1,6,2STY-6CL,24000000,TD
Region V,Region V,Sorsogon City,Bacon West,114539,Maricrum Elementary School,1,9,3STY-9CL,36000000,DOD
Region V,Region V,Sorsogon City,Bacon West,114541,Rawis Elementary School,1,9,3STY-9CL,36000000,DOD
Region V,Region V,Sorsogon City,Sorsogon East,114552,Abuyog Elementary School,1,12,3STY-12CL,48000000,TD
Region V,Region V,Sorsogon City,Sorsogon West,114564,Barayong Elementary School,1,6,2STY-6CL,24000000,DOD
Region V,Region V,Sorsogon City,Sorsogon West,114569,Patricia Jesalva Delgado Memorial Elementary School,1,16,2STY-16CL,64000000,TD
Region V,Region V,Sorsogon City,Sorsogon West,114573,Guinlajon Elementary School,1,9,3STY-9CL,36000000,DOD
Region V,Region V,Sorsogon City,Sorsogon West,114578,Pio Jebulan Elementary School,1,9,3STY-9CL,40500000,DOD
Region V,Region V,Sorsogon City,Sorsogon East,302270,Abuyog National High School,1,6,3STY-6CL,24000000,DOS
Region V,Region V,Sorsogon City,Bacon West,302275,Rawis National High School,1,9,3STY-9CL,40500000,DOD
NCR,NCR,Malabon City,Malabon District III,136840,Amang Rodriguez ES,1,16,4sty16CL,110124000,TD
NCR,NCR,Malabon City,Malabon District III,320502,Concepcion Technical - Vocational School,1,16,4sty16cl,110124000,TD
NCR,NCR,Malabon City,Malabon District II,136838,Tañong ES I,1,12,4sty12cl,88578000,TD
NCR,NCR,Manila,Tondo X,136436,A. V. Hernandez Elementary School,1,42,7TY 42CL,420000000,DOD
NCR,NCR,Manila,Sta. Cruz I,305303,Raja Soliman Science and Technology High School,1,90,10STY 90CL,900000000,TD
NCR,NCR,Manila,Paco I,305318,Manuel A. Roxas High School,1,64,8STY 64CL,640000000,TD
NCR,NCR,Manila,Sampaloc VIII,136471,Bacood Elementary School,1,14,7STY 14CL,112000000,TD
NCR,NCR,Paranaque City,Paranaque City District I,136756,Paranaque Elementary School Central,1,32,4 Sty 32Cl,160000000,TD
NCR,NCR,Pasay City,Pasay City South District,136595,Rivera Village Elementary School,1,27,10 Sty - 27 Cl,216000000,TD
Region V,Region V,Albay,Bacacay West,111623,Upper Bonga Elementary School,1,16,4ST16CL,80000000,TD
Region V,Region V,Ligao City,Ligao West District,301837,Ligao National High School,1,60,4STY 20CL,240000000,DOD
Region V,Region V,Masbate,Mandaon South,302145,Federico A. Estipona Memorial High School,1,15,3STY9CL & 2STY6CL,60000000,DOD
Region V,Region V,Masbate,Placer East,302178,Vivencio P. Casas Sr. Memorial High School,1,13,3STY9CL & 2STY4CL,52000000,DOD
Region IV-A,Region IV-A,Laguna,Pangil-Pakil,108402,Pangil ES,1,12,4STY12CL,62291031.5,DOD 
Region IV-A,Region IV-A,Laguna,Pagsanjan,108388,Unson Elementary School,1,12,4STY12CL,60653571.43,DOD 
Region IV-A,Region IV-A,Laguna,Pila,108409,Masico ES,1,6,3STY6CL,34731290.1,DOD 
Region I,Region I,"Pangasinan II, Binalonan",San Fabian II,300345,San Fabian National High School,1,20,4STY20CL,66000000,TD
Region I,Region I,"Pangasinan II, Binalonan",San Fabian II,101928,Longos ES,1,8,2STY8CL,30400000,TD
Region IV-A,Region IV-A,Laguna,Majayjay,108350,Suba ES,1,8,4STY8CL,45834939,TD
Region IV-A,Region IV-A,Antipolo City,District II-D,109340,San Luis ES,1,12,4 STY8CL,47000000,TCT / OCT
Region V,Region V,Camarines Sur,Pili,302016,Pili National High School - Pili,1,16,2 sty 6,40000000,TCT / OCT
Region IV-A,Region IV-A,Quezon,Candelaria East,108626,Pahinga Norte ES,1,15,CONSTRUCTION OF CLASSROOM(S),60000000,SP
Region IV-A,Region IV-A,Dasmarinas City,Dasmariñas I,301185,Dasmariñas West NHS,1,8,4STY8CL,32000000,DOD
Region IV-A,Region IV-A,Laguna,Nagcarlan-Rizal,301236,Calumpang NHS,1,12,4STY12CL,0,DOD
MIMAROPA,MIMAROPA,Romblon,Looc,301765,LOOC NATIONAL HIGH SCHOOL,1,37,3STY 15CL 3STY12CL 2STY10CL,180000000,DOD
NCR,NCR,Manila,Tondo V,305294,Jose P. Laurel High School,1,96,1 UNIT 9STY 54CL & 1 UNIT 9STY 45CL,990000000,TCT / OCT
Region III,Region III,Bulacan,Sta. Maria,105163,San Vicente (Hulo) ES,1,16,4STY16CL,86674580,TCT / OCT
