Region,Division,School ID,School Name,Estimated Cost,Year
CAR,Kalinga,135966,Bayowong Elementary School,2500000,2026
CAR,Kalinga,135967,Bolo Primary School,1800000,2028
CAR,Kalinga,135968,Bonong Primary School,1800000,2026
CAR,Kalinga,135969,Buaya Elementary School,2000000,2026
CAR,Kalinga,135970,Bullalayao Primary School,2000000,2025
CAR,Kalinga,135971,Capas Community  School,2000000,2025
CAR,Kalinga,135973,Gawaan Elementary School,2000000,2026
CAR,Kalinga,135974,Utah Community School,1800000,2026
CAR,Kalinga,135975,Kabugao Elementary School,2000000,2026
CAR,Kalinga,135976,Ligayan Community School,2000000,2025
CAR,Kalinga,135977,Mabaca Elementary School,2000000,2026
CAR,Kalinga,135979,Poswoy Elementary School,2000000,2026
CAR,Kalinga,135980,Sadsadan Primary School,1800000,2026
CAR,Kalinga,135982,Saltan Primary School,1500000,2025
CAR,Kalinga,135983,Sesec-An Primary School,1721526.231,2025
CAR,Kalinga,135984,Talalang Elementary School,1721526.231,2025
CAR,Kalinga,135986,Ubual Elementary School,2000000,2026
CAR,Kalinga,220519,Poswoy ES - Mamaga Annex,2000000,2025
CAR,Kalinga,319116,Balbalan National High school,2000000,2027
CAR,Kalinga,502460,Dao-angan Integrated School,2500000,2026
CAR,Kalinga,135987,Ag-agama Elementary School,2000000,2025
CAR,Kalinga,135988,Colong Primary School,1800000,2026
CAR,Kalinga,135989,Dangoy Elementary School,1800000,2028
CAR,Kalinga,135990,Dugnac Primary School,1800000,2028
CAR,Kalinga,135991,Latawan Elementary School,2000000,2026
CAR,Kalinga,135992,Lubuagan Central School,3500000,2026
CAR,Kalinga,135993,Mabilong Elementary School,2000000,2026
CAR,Kalinga,135994,Mabongtot Elementary School,2000000,2026
CAR,Kalinga,135996,Manangol Elementary School,1800000,2027
CAR,Kalinga,135997,Sukiap Elementary School,2000000,2027
CAR,Kalinga,135998,Tanglag Elementary School,2000000,2027
CAR,Kalinga,135999,Uma Elementary School,2000000,2027
CAR,Kalinga,220505,Payao Primary School,2000000,2027
CAR,Kalinga,220506,Roadside Elementary School,2000000,2027
CAR,Kalinga,136013,Ableg Elementary School,2000000,2027
CAR,Kalinga,136015,Balatoc Elementary School,2500000,2025
CAR,Kalinga,136016,Batong Buhay Elementary School,2000000,2027
CAR,Kalinga,136018,Balinciagao ES - Wagas PS Annex,1800000,2027
CAR,Kalinga,136021,Cagaluan ES Annex (Putao PS),1800000,2027
CAR,Kalinga,136022,Colayo Elementary School,1800000,2028
CAR,Kalinga,136023,Dalupa Elementary School,1800000,2027
CAR,Kalinga,136024,Dangtalan Elementary School,2000000,2027
CAR,Kalinga,136025,Galdang Elementary School,2000000,2025
CAR,Kalinga,136026,Magsilay Elementary School,2296351.041,2025
CAR,Kalinga,136028,Pasil CS (Guinaang Annex ),1800000,2027
CAR,Kalinga,136029,Pasil CS (Malucsad Annex),1800000,2027
CAR,Kalinga,136030,Pugong Elementary School,1135926.797,2025
CAR,Kalinga,220513,Balinciagao ES - Limood Annex,1800000,2027
CAR,Kalinga,305215,Batong Buhay National High School,3000000,2025
CAR,Kalinga,136034,Asibanglan Elementary School,1800000,2027
CAR,Kalinga,136035,Lutab Elementary School,2000000,2026
CAR,Kalinga,136036,Ballayangon Elementary School,1800000,2027
CAR,Kalinga,136037,Bonnong Primary School,1800000,2026
CAR,Kalinga,136039,Binansagan Elementary School,1800000,2028
CAR,Kalinga,136042,Dugpa Elementary School,1800000,2028
CAR,Kalinga,136043,Bayao Elementary School,2000000,2027
CAR,Kalinga,136044,Dupagan Elementary School,2000000,2026
CAR,Kalinga,136045,Katabbogan Elementary School,3039707.76,2025
CAR,Kalinga,136046,Calbayan Elementary School,1800000,2028
CAR,Kalinga,136047,Limos Elementary School,1800000,2028
CAR,Kalinga,136049,Malaap Elementary School,1800000,2028
CAR,Kalinga,136051,Liplipoken Elementary School,1800000,2027
CAR,Kalinga,136052,Taggay Elementary School,1800000,2028
CAR,Kalinga,136053,Mapaco Elementary School,3402501.814,2025
CAR,Kalinga,136054,Pakawit Elementary School,1800000,2028
CAR,Kalinga,136057,Pinukpuk Central School,2000000,2028
CAR,Kalinga,136059,Kullayanan Elementary School,1800000,2028
CAR,Kalinga,136060,Sagsag Elementary School,1800000,2028
CAR,Kalinga,136062,Tappo Elementary School,1800000,2028
CAR,Kalinga,136063,Apatan Elementary School,1800000,2028
CAR,Kalinga,220511,Baclas Elementary  School,2000000,2027
CAR,Kalinga,220516,Coddog Elementary School,1800000,2028
CAR,Kalinga,220527,Aguimitan Primary School,1800000,2028
CAR,Kalinga,220528,Tappo ES- Allangigan Annex,1800000,2026
CAR,Kalinga,305210,Limos National High School,3000000,2025
CAR,Kalinga,319107,Camalog National High School,3500000,2025
CAR,Kalinga,319113,Mananig National High School,2500000,2028
CAR,Kalinga,136066,Anonang Elementary School,1800000,2028
CAR,Kalinga,136070,Calaocan Elementary School,1800000,2027
CAR,Kalinga,136078,San Francisco Elementary School,1800000,2027
CAR,Kalinga,136083,Tagapan Elementary School,2000000,2026
CAR,Kalinga,136118,Cabugao Elementary School,1800000,2028
CAR,Kalinga,305225,Tanudan Vocational School,4000000,2025
CAR,Kalinga,319102,Biga National High School,2500000,2026
CAR,Kalinga,319106,Taloctoc General Comprehensive National High School,3000000,2025
CAR,Kalinga,136137,Bugnay Elementary School,1800000,2028
CAR,Kalinga,136138,Buscalan Elementary School,2000000,2026
CAR,Kalinga,136140,Tinglayan Elementary School,1800000,2027
CAR,Kalinga,136146,Mallango Elementary School,1800000,2028
CAR,Kalinga,136148,Ngibat Elementary School,1800000,2028
CAR,Kalinga,136152,Balay Elementary School,2000000,2025
CAR,Kalinga,305208,Southern Tinglayan National High School,4000000,2025
CAR,Kalinga,305220,Bangad National High School,1800000,2028
CAR,Kalinga,501855,TULGAO WEST INTEGRATED SCHOOL,2500000,2026
CAR,Mt. Province,305246,Kadaclan National High School,5000000,2027
CAR,Mt. Province,136195,Abatan Elementary School,5000000,2029
CAR,Mt. Province,136196,Ambacbac Elementary School,5000000,2030
CAR,Mt. Province,136197,Sinto Elementary School,5000000,2026
CAR,Mt. Province,136206,Caotit Primary School,5000000,2030
CAR,Mt. Province,136207,Coputan Primary School,5000000,2030
CAR,Mt. Province,136208,Cotcot Primary School,5000000,2030
CAR,Mt. Province,136209,Gotang Primary School,5000000,2030
CAR,Mt. Province,136211,Guinzadan Elementary School,5000000,2026
CAR,Mt. Province,136212,Lagawa Elementary School,5000000,2026
CAR,Mt. Province,136213,Leseb Elementary School,5000000,2030
CAR,Mt. Province,136215,Mabaay Elementary School,5000000,2030
CAR,Mt. Province,136216,Mayag Elementary School,5000000,2027
CAR,Mt. Province,136217,Monamon Elementary School,5000000,2030
CAR,Mt. Province,136218,Monamon Proper Elementary School,5000000,2030
CAR,Mt. Province,136219,Mount Data Elementary School,5000000,2027
CAR,Mt. Province,136220,Nanggawa Primary School,5000000,2030
CAR,Mt. Province,136221,Otucan Elementary School,5000000,2027
CAR,Mt. Province,136225,Sadsadan Bato Elementary School,5000000,2027
CAR,Mt. Province,136226,Sadsadan Trail Elementary School,5000000,2027
CAR,Mt. Province,136227,Talban P. Bitayan Elementary School,5000000,2027
CAR,Mt. Province,136229,Soysoyoc Elementary School,5000000,2030
CAR,Mt. Province,221003,Lebao Elementary School,5000000,2030
CAR,Mt. Province,221016,Otucan Norte Elementary School,5000000,2030
CAR,Mt. Province,305232,Bagnen National High School,4000000,2029
CAR,Mt. Province,305233,Banao National High School,4000000,2029
CAR,Mt. Province,305244,Guinzadan National High School,4000000,2029
CAR,Mt. Province,305245,Tapapan National High School,4000000,2029
CAR,Mt. Province,305248,Mabaay National High School,4000000,2029
CAR,Mt. Province,305249,Bansa National High School,4000000,2029
CAR,Mt. Province,305250,Leseb National High School,4000000,2029
CAR,Mt. Province,305252,Mt. Data National High School,5000000,2029
CAR,Mt. Province,305254,Tipunan National High School,4000000,2029
CAR,Mt. Province,305259,Otucan-Bila National High School,4000000,2029
CAR,Mt. Province,319205,Mayag National High School,5000000,2026
CAR,Mt. Province,319214,Abatan National High School,5000000,2026
CAR,Mt. Province,136232,Agawa Elementary School,5000000,2029
CAR,Mt. Province,136237,Bunga Elementary School,5000000,2026
CAR,Mt. Province,136238,Catengan Elementary School,5000000,2026
CAR,Mt. Province,136240,Gueday Elementary School,5000000,2030
CAR,Mt. Province,136241,Lacmaan Primary School,5000000,2027
CAR,Mt. Province,136243,Masameyeo Primary School,5000000,2027
CAR,Mt. Province,136244,Panabungen Elementary School,5000000,2027
CAR,Mt. Province,136245,Pangweo Elementary School,5000000,2026
CAR,Mt. Province,136246,Payeo Elementary School,5000000,2026
CAR,Mt. Province,136247,Soquib Elementary School,5000000,2027
CAR,Mt. Province,305237,Besao National High School,4000000,2028
CAR,Mt. Province,305260,"Panabungen School of Arts, trades, and Home Industries",4000000,2028
CAR,Mt. Province,319208,Tamboan National High School,5000000,2028
CAR,Mt. Province,319215,Banguitan National High School,5000000,2026
CAR,Mt. Province,319225,Agawa National High School,4000000,2028
CAR,Mt. Province,221011,Can-eo Chapyusen Multi Grade,5000000,2027
CAR,Mt. Province,305228,Albago National High School,4000000,2029
CAR,Mt. Province,305243,Guinaang National High School,4000000,2029
CAR,Mt. Province,305255,Mountain Province General Comprehensive High School,5000000,2029
CAR,Mt. Province,305256,Tocucan National High School,5000000,2027
CAR,Mt. Province,305268,Talubin National High School,5000000,2027
CAR,Mt. Province,305924,Mainit National High School,5000000,2027
CAR,Mt. Province,319218,Dalican National High School,5000000,2027
CAR,Mt. Province,305258,Natonin National High School,4000000,2029
CAR,Mt. Province,319203,Saliok National Technical-Vocational and Skills Training High School,4000000,2029
CAR,Mt. Province,340155,Natonin Stand Alone  Senior High School,4000000,2029
CAR,Mt. Province,136281,Addang Elementary School,4169825.21,2025
CAR,Mt. Province,305230,Bacarri National Trade & Agricultural School,4000000,2028
CAR,Mt. Province,305231,Paracelis Technical & Vocational High School,6000000,2026
CAR,Mt. Province,305239,Butigue National High School,4000000,2028
CAR,Mt. Province,305261,Serapio Gawan National High School,5000000,2029
CAR,Mt. Province,319202,San Rafael National High School,4000000,2028
CAR,Mt. Province,319209,Buringal National High School,4000000,2029
CAR,Mt. Province,319220,Anonat National Agricultural and Vocational High School,4000000,2028
CAR,Mt. Province,305262,Pingad National High School,4000000,2028
CAR,Mt. Province,305263,Sabangan National High School,4000000,2028
CAR,Mt. Province,319206,Data National High School,5000000,2027
CAR,Mt. Province,136339,Saclit Elementary School,5000000,2027
CAR,Mt. Province,136340,Sadanga Central School,5000000,2028
CAR,Mt. Province,305238,Betwagan National High School,5000000,2027
CAR,Mt. Province,305264,Sadanga National Technical Vocational and Skills Training High School,4000000,2028
CAR,Mt. Province,305265,Sagada National High School,4000000,2028
CAR,Mt. Province,305266,Ankileng National High School,4000000,2027
CAR,Mt. Province,136355,Abungo Elementary School,5000000,2026
CAR,Mt. Province,136356,Balaoa Elementary School,5000000,2026
CAR,Mt. Province,136359,Batayan Elementary School,5000000,2026
CAR,Mt. Province,136360,Bunga Elementary School,5000000,2026
CAR,Mt. Province,136363,Dacudac Elementary School,5000000,2030
CAR,Mt. Province,136364,Duagan Elementary School,5000000,2026
CAR,Mt. Province,136365,Ilang Primary School,5000000,2026
CAR,Mt. Province,136366,Kayan East Elementary School,5000000,2030
CAR,Mt. Province,136367,Kayan Elementary School,5000000,2030
CAR,Mt. Province,136370,Mabalite Elementary School,5000000,2028
CAR,Mt. Province,136371,Maket-an Elementary School,5000000,2030
CAR,Mt. Province,136375,Sumadel Elementary School,5000000,2030
CAR,Mt. Province,136376,Tadian Central School,4000000,2028
CAR,Mt. Province,136377,Tue Elementary School,5000000,2030
CAR,Mt. Province,136378,Vicente Pe Elementary School,5000000,2030
CAR,Mt. Province,221004,Cabunagan Primary School,5000000,2030
CAR,Mt. Province,221012,New Lubon Elementary School,5000000,2030
CAR,Mt. Province,221015,Tadian Elementary School,5000000,2030
CAR,Mt. Province,305240,Cagubatan National High School,4000000,2028
CAR,Mt. Province,305241,Am-am National High School,4000000,2028
CAR,Mt. Province,305247,Lubon National High School,4000000,2028
CAR,Mt. Province,305251,Masla National High School,4000000,2028
CAR,Mt. Province,305267,Tadian School of Arts and Trades,6000000,2026
CAR,Mt. Province,319213,Subaba National High School,5000000,2026
CAR,Mt. Province,319217,Dacudac National High School,6049085.5,2025
CAR,Mt. Province,319221,Balaoa National High School,5000000,2030
CAR,Mt. Province,319223,Mabalite National High School,5000000,2026
CAR,Mt. Province,319224,Bunga National High School,4000000,2028
CAR,Tabuk City,136001,Balong Central School,10080000,2027
CAR,Tabuk City,136002,Bayabat Elementary School,1294056.48,2025
CAR,Tabuk City,136003,Cabaruan Elementary School,10080000,2027
CAR,Tabuk City,136004,Casigayan Elementary School,10080000,2027
CAR,Tabuk City,136008,Laya West Elementary School,3471912.21,2025
CAR,Tabuk City,136009,Magsaysay Elementary School,10080000,2028
CAR,Tabuk City,136010,San Juan Elementary School,2520000,2027
CAR,Tabuk City,136011,San Julian Elementary School,2268000,2025
CAR,Tabuk City,136012,Tabuk City Central School,15120000,2026
CAR,Tabuk City,136085,Agbannawag Central School,10080000,2028
CAR,Tabuk City,136086,Bulanao Central School,10080000,2026
CAR,Tabuk City,136087,Bulanao East ES,5040000,2027
CAR,Tabuk City,136091,Bulo East Central School,5040000,2028
CAR,Tabuk City,136092,Bulo West Elementary School,3780000,2028
CAR,Tabuk City,136094,Banneng Elementary School,2268000,2025
CAR,Tabuk City,136096,Cudal Central School,4284000,2025
CAR,Tabuk City,136097,Dalnacan Elementary School,2619954.38,2025
CAR,Tabuk City,136102,Magabbangon Elementary School,2545523.44,2025
CAR,Tabuk City,136103,Malalao Elementary School,2268000,2025
CAR,Tabuk City,136106,Matucnang Elementary School,2268000,2028
CAR,Tabuk City,136107,Nambaran Elementary School,5040000,2028
CAR,Tabuk City,136109,New Balbalan ES,3276000,2028
CAR,Tabuk City,136154,Amlao Elementary School,3780000,2026
CAR,Tabuk City,136158,Balawag Central School,3024000,2025
CAR,Tabuk City,136160,Bantay Elementary School,3780000,2026
CAR,Tabuk City,136161,Binongsay ES,3780000,2027
CAR,Tabuk City,136164,Calanan Elementary School,5040000,2026
CAR,Tabuk City,136165,Tuliao Elementary School,3024000,2025
CAR,Tabuk City,136176,Naneng Elementary School,2520000,2026
CAR,Tabuk City,136178,Paligatto Elementary School,3024000,2025
CAR,Tabuk City,136179,Pinagan ES,2520000,2026
CAR,Tabuk City,136180,SUYANG ELEMENTARY SCHOOL,2520000,2027
CAR,Tabuk City,136184,Nambucayan Elementary School,2520000,2026
CAR,Tabuk City,137049,Callagan Elementary School,2520000,2026
CAR,Tabuk City,220510,Gradual Discovery ES,3250890.99,2025
CAR,Tabuk City,220515,Basao Isla Elementary School,2520000,2028
CAR,Tabuk City,220521,Pantar  Elementary School,2720299.12,2025
CAR,Tabuk City,220524,Burobor Elementary School,3024000,2028
CAR,Tabuk City,220531,Greenhills Elementary School,1914590.1,2025
CAR,Tabuk City,305195,Agbannawag National High School,15120000,2025
CAR,Tabuk City,305196,Eastern Kalinga National High School,2814193.32,2025
CAR,Tabuk City,305198,Balawag National High School,3780000,2026
CAR,Tabuk City,305203,Cudal National High School,10080000,2027
CAR,Tabuk City,305205,Kalinga National High School,15120000,2026
CAR,Tabuk City,305212,Nambaran Agro-Industrial National High School,12600000,2026
CAR,Tabuk City,305221,Tabuk City National High School,15120000,2026
CAR,Tabuk City,305926,Bantay National High School,3780000,2026
CAR,Tabuk City,319104,Bado Dangwa National High School,12600000,2025
CAR,Tabuk City,501889,Toppan Integrated School,2268000,2025
CAR,Tabuk City,502123,Guilayon Integrated School,3780000,2026
CAR,Tabuk City,502132,Laya Integrated School,10080000,2027
CAR,Tabuk City,502178,Southern Tabuk Integrated School,10080000,2027
CAR,Tabuk City,502380,Appas Integrated School,3024000,2025
CAR,Tabuk City,502483,Ipil Integrated School,3324623.64,2025
CARAGA,Agusan del Norte,131506,Abilan ES,0,2025
CARAGA,Agusan del Norte,131588,RAM Elementary School,0,2025
CARAGA,Agusan del Sur,304716,La Paz NHS,5600000,2025
CARAGA,Bayugan City,131624,Salvacion Central Elementary School,2500000,2025
CARAGA,Bayugan City,131625,Sta. Irene ES,2500000,2025
CARAGA,Bayugan City,131626,Bayugan West CES,2500000,2025
CARAGA,Bayugan City,131637,Noli CES,2500000,2025
CARAGA,Bayugan City,304707,Bayugan NCHS,5000000,2025
CARAGA,Bayugan City,304725,Mt. Carmel NHS,2500000,2026
CARAGA,Bayugan City,305765,San Agustin National High School,2500000,2026
CARAGA,Bayugan City,305766,Victoriana Peling Tagbe National High School,2500000,2026
CARAGA,Bayugan City,306383,Maygatasan NHS,2500000,2026
CARAGA,Bislig City,132611,Burboanan Elementary School,1600000,2026
CARAGA,Bislig City,132619,Mabog Elementary School,1750000,2026
CARAGA,Bislig City,132623,Ser-Fel Mone Elementary School,1600000,2026
CARAGA,Bislig City,132628,R. Castillo Elementary School,1600000,2026
CARAGA,Bislig City,132631,San Fernando Elementary School,1600000,2026
CARAGA,Bislig City,132633,Gaspar Serrano Elementary School,1750000,2026
CARAGA,Bislig City,132636,San Vicente Elementary School,800000,2026
CARAGA,Bislig City,132835,Mangagoy Hilltop Elementary School,1600000,2026
CARAGA,Bislig City,132836,Mangagoy North Elementary School,1600000,2026
CARAGA,Bislig City,132844,Requina Elementary School,2000000,2026
CARAGA,Bislig City,235002,BCD SPED Center,1600000,2026
CARAGA,Bislig City,235004,New Jerusalem Elementary School,800000,2026
CARAGA,Bislig City,304870,Sta. Cruz National High School,1600000,2026
CARAGA,Bislig City,304918,Danipas National High School,1600000,2026
CARAGA,Bislig City,322502,Tumanan National High School,1600000,2026
CARAGA,Bislig City,322506,Coleto National High School,1750000,2026
CARAGA,Bislig City,322508,San Fernando Integrated School,1600000,2026
CARAGA,Cabadbaran City,317312,La Union National High School,,2027
CARAGA,Siargao,132126,Consolacion Elementary School,2000000,2025
CARAGA,Siargao,132132,Osmena Elementary School,2000000,2025
CARAGA,Siargao,132134,Union Elementary School,1500000,2025
CARAGA,Siargao,304774,Dapa National High School,2500000,2025
CARAGA,Siargao,304775,Consolacion National High School,1500000,2026
CARAGA,Siargao,317604,Siargao National Science High School,1500000,2025
CARAGA,Siargao,132164,Bitoon Elementary School,1500000,2027
CARAGA,Siargao,132166,Cancohoy Elementary School,2000000,2026
CARAGA,Siargao,132168,Esperanza Elementary School,1500000,2027
CARAGA,Siargao,132171,Katipunan Elementary School,1500000,2026
CARAGA,Siargao,132176,Numancia Central Elementary School,1500000,2027
CARAGA,Siargao,304776,Mariano Matugas Memorial National High School,2000000,2027
CARAGA,Siargao,304783,Del Carmen National High School,2500000,2025
CARAGA,Siargao,317605,Oguing Navarro Memorial National High School,1500000,2025
CARAGA,Siargao,132147,Catangnan Elementary School,1500000,2026
CARAGA,Siargao,132152,General Luna CES,1500000,2026
CARAGA,Siargao,132156,Malinao Elementary Schol,1500000,2026
CARAGA,Siargao,304778,Sta. Fe National High School,1500000,2025
CARAGA,Siargao,317601,Suyangan National High School,1500000,2027
CARAGA,Siargao,317603,Gen. Luna NHS - Consuelo NHS Annex,1500000,2025
CARAGA,Siargao,132181,Caridad Elementary School,2000000,2025
